Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2021	response to vitamin D (GO:0033280)	1/9	1.697384e-02	1.047424e-01	0	0	6.741216e+01	2.747775e+02	CYP24A1
GO_Biological_Process_2021	sensory organ morphogenesis (GO:0090596)	1/9	1.697384e-02	1.047424e-01	0	0	6.741216e+01	2.747775e+02	COL5A2
GO_Biological_Process_2021	regulation of protein serine/threonine kinase activity (GO:0071900)	2/111	1.884240e-02	1.047424e-01	0	0	1.011876e+01	4.018812e+01	CCNP;CCNO
GO_Biological_Process_2021	negative regulation of cAMP-mediated signaling (GO:0043951)	1/10	1.884243e-02	1.047424e-01	0	0	5.991892e+01	2.379766e+02	PDE4D
GO_Biological_Process_2021	regulation of store-operated calcium entry (GO:2001256)	1/10	1.884243e-02	1.047424e-01	0	0	5.991892e+01	2.379766e+02	HOMER3
GO_Biological_Process_2021	regulation of actin filament-based movement (GO:1903115)	1/10	1.884243e-02	1.047424e-01	0	0	5.991892e+01	2.379766e+02	PDE4D
GO_Biological_Process_2021	neuron remodeling (GO:0016322)	1/10	1.884243e-02	1.047424e-01	0	0	5.991892e+01	2.379766e+02	C3
GO_Biological_Process_2021	regulation of phagocytosis, engulfment (GO:0060099)	1/10	1.884243e-02	1.047424e-01	0	0	5.991892e+01	2.379766e+02	C3
GO_Biological_Process_2021	positive regulation of lipid localization (GO:1905954)	1/11	2.070755e-02	1.047424e-01	0	0	5.392432e+01	2.090785e+02	C3
GO_Biological_Process_2021	enteric nervous system development (GO:0048484)	1/11	2.070755e-02	1.047424e-01	0	0	5.392432e+01	2.090785e+02	PHOX2A
GO_Biological_Process_2021	negative regulation of calcineurin-mediated signaling (GO:0106057)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	HOMER3
GO_Biological_Process_2021	negative regulation of calcineurin-NFAT signaling cascade (GO:0070885)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	HOMER3
GO_Biological_Process_2021	fat-soluble vitamin catabolic process (GO:0042363)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	CYP24A1
GO_Biological_Process_2021	negative regulation of heart contraction (GO:0045822)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	PDE4D
GO_Biological_Process_2021	negative regulation of hemostasis (GO:1900047)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	THBD
GO_Biological_Process_2021	regulation of CD4-positive, alpha-beta T cell differentiation (GO:0043370)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	RUNX3
GO_Biological_Process_2021	regulation of cell communication by electrical coupling involved in cardiac conduction (GO:1901844)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	PDE4D
GO_Biological_Process_2021	organic hydroxy compound catabolic process (GO:1901616)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	CYP24A1
GO_Biological_Process_2021	very-low-density lipoprotein particle assembly (GO:0034379)	1/12	2.256922e-02	1.047424e-01	0	0	4.901966e+01	1.858418e+02	DGAT1
GO_Biological_Process_2021	regulation of fibrinolysis (GO:0051917)	1/13	2.442745e-02	1.047424e-01	0	0	4.493243e+01	1.667913e+02	THBD
GO_Biological_Process_2021	negative regulation of CD4-positive, alpha-beta T cell activation (GO:2000515)	1/13	2.442745e-02	1.047424e-01	0	0	4.493243e+01	1.667913e+02	RUNX3
GO_Biological_Process_2021	regulation of interleukin-5 production (GO:0032674)	1/13	2.442745e-02	1.047424e-01	0	0	4.493243e+01	1.667913e+02	PDE4D
GO_Biological_Process_2021	regulation of cell communication by electrical coupling (GO:0010649)	1/13	2.442745e-02	1.047424e-01	0	0	4.493243e+01	1.667913e+02	PDE4D
GO_Biological_Process_2021	oligosaccharide-lipid intermediate biosynthetic process (GO:0006490)	1/13	2.442745e-02	1.047424e-01	0	0	4.493243e+01	1.667913e+02	ALG12
GO_Biological_Process_2021	positive regulation of cytokine production (GO:0001819)	3/335	2.550244e-02	1.047424e-01	0	0	5.067986e+00	1.859435e+01	C3;PDE4D;POLR3K
GO_Biological_Process_2021	positive regulation of alpha-beta T cell differentiation (GO:0046638)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	RUNX3
GO_Biological_Process_2021	negative regulation of cell activation (GO:0050866)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	THBD
GO_Biological_Process_2021	steroid catabolic process (GO:0006706)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	CYP24A1
GO_Biological_Process_2021	negative regulation of coagulation (GO:0050819)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	THBD
GO_Biological_Process_2021	nucleoside phosphate catabolic process (GO:1901292)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	ENTPD2
GO_Biological_Process_2021	positive regulation of transmembrane transport (GO:0034764)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	C3
GO_Biological_Process_2021	cAMP metabolic process (GO:0046058)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	PDE4D
GO_Biological_Process_2021	monoacylglycerol metabolic process (GO:0046462)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	DGAT1
GO_Biological_Process_2021	positive regulation of mitochondrial translation (GO:0070131)	1/14	2.628224e-02	1.047424e-01	0	0	4.147401e+01	1.509182e+02	COA3
GO_Biological_Process_2021	G protein-coupled glutamate receptor signaling pathway (GO:0007216)	1/15	2.813359e-02	1.058917e-01	0	0	3.850965e+01	1.375099e+02	HOMER3
GO_Biological_Process_2021	regulation of triglyceride biosynthetic process (GO:0010866)	1/15	2.813359e-02	1.058917e-01	0	0	3.850965e+01	1.375099e+02	C3
GO_Biological_Process_2021	nucleobase-containing small molecule catabolic process (GO:0034656)	1/15	2.813359e-02	1.058917e-01	0	0	3.850965e+01	1.375099e+02	ENTPD2
GO_Biological_Process_2021	vitamin D metabolic process (GO:0042359)	1/15	2.813359e-02	1.058917e-01	0	0	3.850965e+01	1.375099e+02	CYP24A1
GO_Biological_Process_2021	nucleoside diphosphate metabolic process (GO:0009132)	1/16	2.998152e-02	1.097972e-01	0	0	3.594054e+01	1.260497e+02	ENTPD2
GO_Biological_Process_2021	negative regulation of platelet activation (GO:0010544)	1/16	2.998152e-02	1.097972e-01	0	0	3.594054e+01	1.260497e+02	THBD
GO_Biological_Process_2021	positive regulation of blood coagulation (GO:0030194)	1/17	3.182602e-02	1.111031e-01	0	0	3.369257e+01	1.161542e+02	THBD
GO_Biological_Process_2021	positive regulation of heart rate (GO:0010460)	1/17	3.182602e-02	1.111031e-01	0	0	3.369257e+01	1.161542e+02	PDE4D
GO_Biological_Process_2021	dolichol-linked oligosaccharide biosynthetic process (GO:0006488)	1/17	3.182602e-02	1.111031e-01	0	0	3.369257e+01	1.161542e+02	ALG12
GO_Biological_Process_2021	neuron maturation (GO:0042551)	1/18	3.366711e-02	1.111031e-01	0	0	3.170906e+01	1.075328e+02	C3
GO_Biological_Process_2021	triglyceride biosynthetic process (GO:0019432)	1/18	3.366711e-02	1.111031e-01	0	0	3.170906e+01	1.075328e+02	DGAT1
GO_Biological_Process_2021	positive regulation of NF-kappaB transcription factor activity (GO:0051092)	2/155	3.496845e-02	1.111031e-01	0	0	7.192810e+00	2.411972e+01	TRIM68;TRAF1
GO_Biological_Process_2021	regulation of cell differentiation (GO:0045595)	2/156	3.538084e-02	1.111031e-01	0	0	7.145743e+00	2.387811e+01	CEBPD;RUNX3
GO_Biological_Process_2021	regulation of glucose transmembrane transport (GO:0010827)	1/19	3.550479e-02	1.111031e-01	0	0	2.994595e+01	9.996219e+01	C3
GO_Biological_Process_2021	pyroptosis (GO:0070269)	1/19	3.550479e-02	1.111031e-01	0	0	2.994595e+01	9.996219e+01	GSDMB
GO_Biological_Process_2021	positive regulation of G protein-coupled receptor signaling pathway (GO:0045745)	1/19	3.550479e-02	1.111031e-01	0	0	2.994595e+01	9.996219e+01	C3
GO_Biological_Process_2021	adrenergic receptor signaling pathway (GO:0071875)	1/20	3.733907e-02	1.111031e-01	0	0	2.836842e+01	9.326729e+01	PDE4D
GO_Biological_Process_2021	eye morphogenesis (GO:0048592)	1/20	3.733907e-02	1.111031e-01	0	0	2.836842e+01	9.326729e+01	COL5A2
GO_Biological_Process_2021	mitochondrial cytochrome c oxidase assembly (GO:0033617)	1/20	3.733907e-02	1.111031e-01	0	0	2.836842e+01	9.326729e+01	COA3
GO_Biological_Process_2021	modulation by symbiont of entry into host (GO:0052372)	1/20	3.733907e-02	1.111031e-01	0	0	2.836842e+01	9.326729e+01	TRIM68
GO_Biological_Process_2021	dopaminergic neuron differentiation (GO:0071542)	1/20	3.733907e-02	1.111031e-01	0	0	2.836842e+01	9.326729e+01	PHOX2A
GO_Biological_Process_2021	purinergic nucleotide receptor signaling pathway (GO:0035590)	1/21	3.916995e-02	1.111031e-01	0	0	2.694865e+01	8.730946e+01	C3
GO_Biological_Process_2021	autonomic nervous system development (GO:0048483)	1/21	3.916995e-02	1.111031e-01	0	0	2.694865e+01	8.730946e+01	PHOX2A
GO_Biological_Process_2021	regulation of mitochondrial translation (GO:0070129)	1/21	3.916995e-02	1.111031e-01	0	0	2.694865e+01	8.730946e+01	COA3
GO_Biological_Process_2021	positive regulation of lipid storage (GO:0010884)	1/21	3.916995e-02	1.111031e-01	0	0	2.694865e+01	8.730946e+01	C3
GO_Biological_Process_2021	negative regulation of peptidyl-serine phosphorylation (GO:0033137)	1/21	3.916995e-02	1.111031e-01	0	0	2.694865e+01	8.730946e+01	PDE4D
GO_Biological_Process_2021	fatty-acyl-CoA metabolic process (GO:0035337)	1/22	4.099744e-02	1.111031e-01	0	0	2.566409e+01	8.197742e+01	DGAT1
GO_Biological_Process_2021	regulation of lipid storage (GO:0010883)	1/22	4.099744e-02	1.111031e-01	0	0	2.566409e+01	8.197742e+01	C3
GO_Biological_Process_2021	glutathione derivative biosynthetic process (GO:1901687)	1/22	4.099744e-02	1.111031e-01	0	0	2.566409e+01	8.197742e+01	GSTM5
GO_Biological_Process_2021	glutathione derivative metabolic process (GO:1901685)	1/22	4.099744e-02	1.111031e-01	0	0	2.566409e+01	8.197742e+01	GSTM5
GO_Biological_Process_2021	negative regulation of interleukin-2 production (GO:0032703)	1/22	4.099744e-02	1.111031e-01	0	0	2.566409e+01	8.197742e+01	HOMER3
GO_Biological_Process_2021	regulation of platelet activation (GO:0010543)	1/22	4.099744e-02	1.111031e-01	0	0	2.566409e+01	8.197742e+01	THBD
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum (GO:0010880)	1/23	4.282155e-02	1.112960e-01	0	0	2.449631e+01	7.718088e+01	PDE4D
GO_Biological_Process_2021	acylglycerol biosynthetic process (GO:0046463)	1/23	4.282155e-02	1.112960e-01	0	0	2.449631e+01	7.718088e+01	DGAT1
GO_Biological_Process_2021	respiratory chain complex IV assembly (GO:0008535)	1/23	4.282155e-02	1.112960e-01	0	0	2.449631e+01	7.718088e+01	COA3
GO_Biological_Process_2021	diacylglycerol metabolic process (GO:0046339)	1/23	4.282155e-02	1.112960e-01	0	0	2.449631e+01	7.718088e+01	DGAT1
GO_Biological_Process_2021	neuron differentiation (GO:0030182)	2/174	4.312207e-02	1.112960e-01	0	0	6.392119e+00	2.009503e+01	RUNX3;PHOX2A
GO_Biological_Process_2021	purine ribonucleotide catabolic process (GO:0009154)	1/24	4.464228e-02	1.124157e-01	0	0	2.343008e+01	7.284586e+01	PDE4D
GO_Biological_Process_2021	long-chain fatty-acyl-CoA metabolic process (GO:0035336)	1/24	4.464228e-02	1.124157e-01	0	0	2.343008e+01	7.284586e+01	DGAT1
GO_Biological_Process_2021	regulation of ryanodine-sensitive calcium-release channel activity (GO:0060314)	1/25	4.645963e-02	1.124157e-01	0	0	2.245270e+01	6.891119e+01	PDE4D
GO_Biological_Process_2021	fat-soluble vitamin metabolic process (GO:0006775)	1/25	4.645963e-02	1.124157e-01	0	0	2.245270e+01	6.891119e+01	CYP24A1
GO_Biological_Process_2021	regulation of cAMP-mediated signaling (GO:0043949)	1/25	4.645963e-02	1.124157e-01	0	0	2.245270e+01	6.891119e+01	PDE4D
GO_Biological_Process_2021	positive regulation of vascular endothelial growth factor production (GO:0010575)	1/25	4.645963e-02	1.124157e-01	0	0	2.245270e+01	6.891119e+01	C3
GO_Biological_Process_2021	cAMP-mediated signaling (GO:0019933)	1/25	4.645963e-02	1.124157e-01	0	0	2.245270e+01	6.891119e+01	PDE4D
GO_Biological_Process_2021	regulation of viral life cycle (GO:1903900)	1/26	4.827362e-02	1.137578e-01	0	0	2.155351e+01	6.532590e+01	TRIM68
GO_Biological_Process_2021	positive regulation of interleukin-2 production (GO:0032743)	1/26	4.827362e-02	1.137578e-01	0	0	2.155351e+01	6.532590e+01	PDE4D
GO_Biological_Process_2021	endothelial cell development (GO:0001885)	1/26	4.827362e-02	1.137578e-01	0	0	2.155351e+01	6.532590e+01	PDE4D
GO_Biological_Process_2021	regulation of vascular endothelial growth factor production (GO:0010574)	1/27	5.008425e-02	1.150240e-01	0	0	2.072349e+01	6.204715e+01	C3
GO_Biological_Process_2021	regulation of blood coagulation (GO:0030193)	1/27	5.008425e-02	1.150240e-01	0	0	2.072349e+01	6.204715e+01	THBD
GO_Biological_Process_2021	regulation of cardiac muscle cell contraction (GO:0086004)	1/27	5.008425e-02	1.150240e-01	0	0	2.072349e+01	6.204715e+01	PDE4D
GO_Biological_Process_2021	transcription by RNA polymerase III (GO:0006383)	1/28	5.189153e-02	1.171884e-01	0	0	1.995495e+01	5.903873e+01	POLR3K
GO_Biological_Process_2021	regulation of calcineurin-NFAT signaling cascade (GO:0070884)	1/28	5.189153e-02	1.171884e-01	0	0	1.995495e+01	5.903873e+01	HOMER3
GO_Biological_Process_2021	establishment of endothelial barrier (GO:0061028)	1/29	5.369545e-02	1.183046e-01	0	0	1.924131e+01	5.626981e+01	PDE4D
GO_Biological_Process_2021	negative regulation of wound healing (GO:0061045)	1/29	5.369545e-02	1.183046e-01	0	0	1.924131e+01	5.626981e+01	THBD
GO_Biological_Process_2021	regulation of calcium ion transmembrane transporter activity (GO:1901019)	1/29	5.369545e-02	1.183046e-01	0	0	1.924131e+01	5.626981e+01	PDE4D
GO_Biological_Process_2021	protein N-linked glycosylation via asparagine (GO:0018279)	1/30	5.549604e-02	1.212857e-01	0	0	1.857689e+01	5.371402e+01	DAD1
GO_Biological_Process_2021	peptidyl-asparagine modification (GO:0018196)	1/31	5.729329e-02	1.242118e-01	0	0	1.795676e+01	5.134864e+01	DAD1
GO_Biological_Process_2021	chondrocyte differentiation (GO:0002062)	1/32	5.908721e-02	1.250987e-01	0	0	1.737663e+01	4.915400e+01	RUNX3
GO_Biological_Process_2021	positive regulation of glucose transmembrane transport (GO:0010828)	1/32	5.908721e-02	1.250987e-01	0	0	1.737663e+01	4.915400e+01	C3
GO_Biological_Process_2021	regulation of cellular biosynthetic process (GO:0031326)	1/32	5.908721e-02	1.250987e-01	0	0	1.737663e+01	4.915400e+01	C3
GO_Biological_Process_2021	mitotic cell cycle phase transition (GO:0044772)	2/209	5.976812e-02	1.255594e-01	0	0	5.301932e+00	1.493704e+01	CCNP;CCNO
GO_Biological_Process_2021	positive regulation of protein modification process (GO:0031401)	2/214	6.230324e-02	1.298783e-01	0	0	5.175577e+00	1.436606e+01	C3;TRABD2A
GO_Biological_Process_2021	regulation of lipid biosynthetic process (GO:0046890)	1/35	6.444905e-02	1.329500e-01	0	0	1.584102e+01	4.343417e+01	C3
GO_Biological_Process_2021	transcription, DNA-templated (GO:0006351)	2/221	6.591362e-02	1.329500e-01	0	0	5.008371e+00	1.361982e+01	CEBPD;POLR3K
GO_Biological_Process_2021	regulation of androgen receptor signaling pathway (GO:0060765)	1/36	6.622970e-02	1.329500e-01	0	0	1.538764e+01	4.177170e+01	TRIM68
GO_Biological_Process_2021	cyclic-nucleotide-mediated signaling (GO:0019935)	1/36	6.622970e-02	1.329500e-01	0	0	1.538764e+01	4.177170e+01	PDE4D
GO_Biological_Process_2021	regulation of cardiac muscle contraction (GO:0055117)	1/36	6.622970e-02	1.329500e-01	0	0	1.538764e+01	4.177170e+01	PDE4D
GO_Biological_Process_2021	regulation of I-kappaB kinase/NF-kappaB signaling (GO:0043122)	2/224	6.748226e-02	1.335501e-01	0	0	4.939940e+00	1.331754e+01	TRIM68;TRAF1
GO_Biological_Process_2021	regulation of intracellular steroid hormone receptor signaling pathway (GO:0033143)	1/37	6.800706e-02	1.335501e-01	0	0	1.495946e+01	4.021318e+01	TRIM68
GO_Biological_Process_2021	glutamate receptor signaling pathway (GO:0007215)	1/37	6.800706e-02	1.335501e-01	0	0	1.495946e+01	4.021318e+01	HOMER3
GO_Biological_Process_2021	regulation of apoptotic signaling pathway (GO:2001233)	1/38	6.978113e-02	1.360481e-01	0	0	1.455442e+01	3.874956e+01	TRAF1
GO_Biological_Process_2021	regulation of receptor-mediated endocytosis (GO:0048259)	1/39	7.155191e-02	1.375217e-01	0	0	1.417070e+01	3.737283e+01	C3
GO_Biological_Process_2021	regulation of viral entry into host cell (GO:0046596)	1/39	7.155191e-02	1.375217e-01	0	0	1.417070e+01	3.737283e+01	TRIM68
GO_Biological_Process_2021	negative regulation of blood coagulation (GO:0030195)	1/40	7.331940e-02	1.399265e-01	0	0	1.380665e+01	3.607582e+01	THBD
GO_Biological_Process_2021	acylglycerol metabolic process (GO:0006639)	1/41	7.508362e-02	1.403287e-01	0	0	1.346081e+01	3.485210e+01	DGAT1
GO_Biological_Process_2021	nucleobase-containing compound catabolic process (GO:0034655)	1/41	7.508362e-02	1.403287e-01	0	0	1.346081e+01	3.485210e+01	ENTPD2
GO_Biological_Process_2021	visual system development (GO:0150063)	1/41	7.508362e-02	1.403287e-01	0	0	1.346081e+01	3.485210e+01	C3
GO_Biological_Process_2021	spermatid development (GO:0007286)	1/43	7.860225e-02	1.439271e-01	0	0	1.281853e+01	3.260208e+01	GALNTL5
GO_Biological_Process_2021	substantia nigra development (GO:0021762)	1/43	7.860225e-02	1.439271e-01	0	0	1.281853e+01	3.260208e+01	CKB
GO_Biological_Process_2021	glutathione metabolic process (GO:0006749)	1/43	7.860225e-02	1.439271e-01	0	0	1.281853e+01	3.260208e+01	GSTM5
GO_Biological_Process_2021	positive regulation of DNA-binding transcription factor activity (GO:0051091)	2/246	7.935677e-02	1.442163e-01	0	0	4.489526e+00	1.137557e+01	TRIM68;TRAF1
GO_Biological_Process_2021	positive regulation of receptor-mediated endocytosis (GO:0048260)	1/44	8.035667e-02	1.442163e-01	0	0	1.251980e+01	3.156592e+01	C3
GO_Biological_Process_2021	protein K63-linked ubiquitination (GO:0070534)	1/44	8.035667e-02	1.442163e-01	0	0	1.251980e+01	3.156592e+01	TRAF1
GO_Biological_Process_2021	positive regulation of endocytosis (GO:0045807)	1/48	8.734190e-02	1.557214e-01	0	0	1.145198e+01	2.791908e+01	C3
GO_Biological_Process_2021	regulation of complement activation (GO:0030449)	1/50	9.081512e-02	1.608555e-01	0	0	1.098345e+01	2.634853e+01	C3
GO_Biological_Process_2021	regulation of release of sequestered calcium ion into cytosol (GO:0051279)	1/52	9.427546e-02	1.648300e-01	0	0	1.055167e+01	2.491813e+01	PDE4D
GO_Biological_Process_2021	cartilage development (GO:0051216)	1/52	9.427546e-02	1.648300e-01	0	0	1.055167e+01	2.491813e+01	RUNX3
GO_Biological_Process_2021	positive regulation of phagocytosis (GO:0050766)	1/53	9.600082e-02	1.657084e-01	0	0	1.034823e+01	2.425003e+01	C3
GO_Biological_Process_2021	regulation of immune effector process (GO:0002697)	1/53	9.600082e-02	1.657084e-01	0	0	1.034823e+01	2.425003e+01	C3
GO_Biological_Process_2021	regulation of humoral immune response (GO:0002920)	1/54	9.772298e-02	1.676135e-01	0	0	1.015247e+01	2.361078e+01	C3
GO_Biological_Process_2021	triglyceride metabolic process (GO:0006641)	1/55	9.944194e-02	1.694891e-01	0	0	9.963964e+00	2.299864e+01	DGAT1
GO_Biological_Process_2021	positive regulation of interferon-gamma production (GO:0032729)	1/57	1.028703e-01	1.738718e-01	0	0	9.607143e+00	2.184939e+01	PDE4D
GO_Biological_Process_2021	eye development (GO:0001654)	1/58	1.045797e-01	1.738718e-01	0	0	9.438122e+00	2.130945e+01	COL5A2
GO_Biological_Process_2021	regulation of tumor necrosis factor-mediated signaling pathway (GO:0010803)	1/58	1.045797e-01	1.738718e-01	0	0	9.438122e+00	2.130945e+01	TRAF1
GO_Biological_Process_2021	regulation of calcium ion transport (GO:0051924)	1/58	1.045797e-01	1.738718e-01	0	0	9.438122e+00	2.130945e+01	HOMER3
GO_Biological_Process_2021	fatty acid oxidation (GO:0019395)	1/59	1.062860e-01	1.756311e-01	0	0	9.274930e+00	2.079089e+01	CYP24A1
GO_Biological_Process_2021	response to organic cyclic compound (GO:0014070)	1/60	1.079890e-01	1.773638e-01	0	0	9.117270e+00	2.029254e+01	CYP24A1
GO_Biological_Process_2021	innate immune response (GO:0045087)	2/302	1.121527e-01	1.830927e-01	0	0	3.641111e+00	7.966364e+00	C3;TRIM68
GO_Biological_Process_2021	cytokine-mediated signaling pathway (GO:0019221)	3/621	1.131993e-01	1.836946e-01	0	0	2.682940e+00	5.845069e+00	CEBPD;TRIM68;TRAF1
GO_Biological_Process_2021	regulation of extrinsic apoptotic signaling pathway (GO:2001236)	1/64	1.147698e-01	1.851346e-01	0	0	8.536680e+00	1.848043e+01	TRAF1
GO_Biological_Process_2021	protein autoubiquitination (GO:0051865)	1/65	1.164572e-01	1.867449e-01	0	0	8.402872e+00	1.806812e+01	TRIM68
